flagged,source,source_lang,source_script,source_zotero_id,source_linked_data_uri,source_is_linked_data,source_locator,label_original,label_en,label_json,label_alt,start_label,end_label,date_type,spatial_coverage_name,spatial_coverage_json,spatial_coverage_label,spatial_coverage_uri,derived_from,broader,notes
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/MIA,Middle Iron Age,Middle Iron Age,"{ ""en"": ""Middle Iron Age"" }",,-300,-100,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/IA,The second subdivision of the Iron Age.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/LIA,Late Iron Age,Late Iron Age,"{ ""en"": ""Late Iron Age"" }",,-100,43,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/IA,The third and latest subdivision of the Iron Age.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/LPR,Later Prehistoric,Later Prehistoric,"{ ""en"": ""Later Prehistoric"" }",,-4000,43,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/PR,For monuments that can be identifed only to a date range from Neolithic to Iron Age.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/PR,Prehistoric,Prehistoric,"{ ""en"": ""Prehistoric"" }",,-500000,43,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,For monuments that can be identifed only to a date range from Palaeolithic to Iron Age.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/RO,Roman,Roman,"{ ""en"": ""Roman"" }",,43,410,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Traditionally begins with the Roman invasion in 43AD and ends with the emperor Honorius directing Britain to see to its own defence in 410AD.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/EM,Early Medieval,Early Medieval,"{ ""en"": ""Early Medieval"" }",,410,1066,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,"This dates from the breakdown of Roman rule in Britain to the Norman invasion in 1066 and is to be used for monuments of post Roman, Saxon and Viking date."
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/MD,Medieval,Medieval,"{ ""en"": ""Medieval"" }",,1066,1540,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,The Medieval period or Middle Ages begins with the Norman invasion and ends with the dissolution of the monasteries.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/PM,Post Medieval,Post Medieval,"{ ""en"": ""Post Medieval"" }",,1540,1901,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Begins with the dissolution of the monasteries and ends with the death of Queen Victoria. Use more specific period where known.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/TUD,Tudor,Tudor,"{ ""en"": ""Tudor"" }",,1485,1603,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of the Tudor monarchs
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/LIZ,Elizabethan,Elizabethan,"{ ""en"": ""Elizabethan"" }",,1558,1603,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of Elizabeth 1st of England.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/STU,Stuart,Stuart,"{ ""en"": ""Stuart"" }",,1603,1714,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of the Stuart kings of England (including the Commonwealth inter-regnum)
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/JAC,Jacobean,Jacobean,"{ ""en"": ""Jacobean"" }",,1603,1625,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of James I of England (VI of Scotland)
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/HAN,Hanoverian,Hanoverian,"{ ""en"": ""Hanoverian"" }",,1714,1837,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of the Hanoverian kings.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/GEO,Georgian,Georgian,"{ ""en"": ""Georgian"" }",,1714,1830,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to or characteristic of the reigns of any of the first four kings of Great Britain called George
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/VIC,Victorian,Victorian,"{ ""en"": ""Victorian"" }",,1837,1901,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Dating to the reign of Queen Victoria
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/C20,20th Century,20th Century,"{ ""en"": ""20th Century"" }",,1901,2000,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Previously recorded as 'Modern'
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/E20,Early 20th Century,Early 20th Century,"{ ""en"": ""Early 20th Century"" }",,1901,1932,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/C20,The first third of the 20th century.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/EDW,Edwardian,Edwardian,"{ ""en"": ""Edwardian"" }",,1902,1910,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,The period covering the reign of Edward VII. Do not use for the reigns of Edwards I-VI.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/WW1,First World War,First World War,"{ ""en"": ""First World War"" }",,1914,1918,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,"Used to record buildings, defensive monuments and sites dating to, and associated with, the First World War. For other types of building, such as houses, built during this period use EARLY 20TH CENTURY."
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/M20,Mid 20th Century,Mid 20th Century,"{ ""en"": ""Mid 20th Century"" }",,1933,1966,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/C20,The mid third of the 20th Century
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/WW2,Second World War,Second World War,"{ ""en"": ""Second World War"" }",,1939,1945,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,"Used to record buildings, defensive monuments and sites dating to, and associated with, the Second World War. For other types of building, such as houses, built during this period use MID 20TH CENTURY."
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/L20,Late 20th Century,Late 20th Century,"{ ""en"": ""Late 20th Century"" }",,1967,2000,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,http://purl.org/heritagedata/schemes/eh_period/concepts/C20,The final third of the 20th century.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/WW3,Cold War,Cold War,"{ ""en"": ""Cold War"" }",,1946,1991,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,The period of political and military opposition betwen the major Superpowers (USA and USSR) and their allies. Known as the Cold War as there were no direct military conflicts between the two main protagonists.
missing source_zotero_id,English Heritage Periods List,eng,latn,,http://purl.org/heritagedata/schemes/eh_period,TRUE,http://purl.org/heritagedata/schemes/eh_period/concepts/C21,21st Century,21st Century,"{ ""en"": ""21st Century"" }",,2001,2100,ISO8601,Britain,"{ ""@id"": ""http://dbpedia.org/resource/Britain"", ""label"": ""Britain"" }",,,,,Twenty first century phases and events.
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Prehistoria Temprana,Early Prehistory,"{ ""en"": ""Early Prehistory"", ""es"": ""Prehistoria Temprana"" }",,-2500000,-2700,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Paleolítico,Palaeolithic,"{ ""en"": ""Palaeolithic"", ""es"": ""Paleolítico"" }",,-2500000,-7000,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Paleolítico Inferior,Lower Palaeolithic,"{ ""en"": ""Lower Palaeolithic"", ""es"": ""Paleolítico Inferior"" }",,-2500000,-200000,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Paleolítico Medio,Middle Palaeolithic,"{ ""en"": ""Middle Palaeolithic"", ""es"": ""Paleolítico Medio"" }",,-200000,-50000,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Paleolítico Superior,Upper Palaeolithic,"{ ""en"": ""Upper Palaeolithic"", ""es"": ""Paleolítico Superior"" }",,-50,-7000,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Epipaleolítico,Epipalaeolithic,"{ ""en"": ""Epipalaeolithic"", ""es"": ""Epipaleolítico"" }",,-7000,-4500,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Neolítico,Neolithic,"{ ""en"": ""Neolithic"", ""es"": ""Neolítico"" }",,-4500,-2300,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,The Neolithic category is split between Early Prehistory and Late Prehistory.
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Neolítico Antiguo,Early Neolithic,"{ ""en"": ""Early Neolithic"", ""es"": ""Neolítico Antiguo"" }",,-4500,-2700,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Prehistoria Reciente,Late Prehistory,"{ ""en"": ""Late Prehistory"", ""es"": ""Prehistoria Reciente"" }",,-2700,-800,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Neolítico Final,Late Neolithic,"{ ""en"": ""Late Neolithic"", ""es"": ""Neolítico Final"" }",,-2700,-2300,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad del Bronce,Bronze Age,"{ ""en"": ""Bronze Age"", ""es"": ""Edad del Bronce"" }",,-2300,-800,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad del Bronce Inicial,Early Bronze Age,"{ ""en"": ""Early Bronze Age"", ""es"": ""Edad del Bronce Inicial"" }",,-2300,-1700,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad del Bronce Media,Middle Bronze Age,"{ ""en"": ""Middle Bronze Age"", ""es"": ""Edad del Bronce Media"" }",,-1700,-1200,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad del Bronce Final,Late Bronze Age,"{ ""en"": ""Late Bronze Age"", ""es"": ""Edad del Bronce Final"" }",,-1200,-800,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad del Hierro,Iron Age,"{ ""en"": ""Iron Age"", ""es"": ""Edad del Hierro"" }",,-800,-50,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Primera Edad del Hierro,Early Iron Age,"{ ""en"": ""Early Iron Age"", ""es"": ""Primera Edad del Hierro"" }",,-800,-400,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Segunda Edad del Hierro,Late Iron Age,"{ ""en"": ""Late Iron Age"", ""es"": ""Segunda Edad del Hierro"" }",,-400,-50,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Época Romana,Roman Period,"{ ""en"": ""Roman Period"", ""es"": ""Época Romana"" }",,-50,400,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,"The Indigenous-Roman and Early Roman subdivisions of Roman Period have identical dates, but they refer to very different cultural contexts."
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Indígena-Romano,Indigenous-Roman,"{ ""en"": ""Indigenous-Roman"", ""es"": ""Indígena-Romano"" }",,-50,200,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,"The Indigenous-Roman and Early Roman subdivisions of Roman Period have identical dates, but they refer to very different cultural contexts."
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Alto Romano,Early Roman,"{ ""en"": ""Early Roman"", ""es"": ""Alto Romano"" }",,-50,200,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Bajo Romano,Late Roman,"{ ""en"": ""Late Roman"", ""es"": ""Bajo Romano"" }",,200,400,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad Media,Middle Ages,"{ ""en"": ""Middle Ages"", ""es"": ""Edad Media"" }",,400,1500,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Alta Edad Media,Early Middle Ages,"{ ""en"": ""Early Middle Ages"", ""es"": ""Alta Edad Media"" }",,400,700,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad Media central,Central Middle Ages,"{ ""en"": ""Central Middle Ages"", ""es"": ""Edad Media central"" }",,700,1200,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Baja Edad Media,Late Middle Ages,"{ ""en"": ""Late Middle Ages"", ""es"": ""Baja Edad Media"" }",,1200,1500,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Edad Moderna,Modern Period,"{ ""en"": ""Modern Period"", ""es"": ""Edad Moderna"" }",,1500,1900,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
missing source_zotero_id,"Institute of Heritage Sciences, Spanish National Research Council (CSIC Incipit)",spa,latn,,,FALSE,,Siglos XVI y XVII,16th and 17th Centuries,"{ ""en"": ""16th and 17th Centuries"", ""es"": ""Siglos XVI y XVII"" }",,1500,1700,ISO8601,"Galicia, Asturias, Castilla y Leon","{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }, { ""@id"": ""http://dbpedia.org/resource/Province_of_Asturias"", ""label"": ""Asturias"" }, { ""@id"": ""http://dbpedia.org/resource/Castile_and_Le%C3%B3n"", ""label"": ""Castilla y Leon"" }",,,,,
