flagged,source,source_lang,source_script,source_zotero_id,source_linked_data_uri,source_is_linked_data,source_locator,label_original,label_en,label_json,label_alt,start_label,end_label,date_type,spatial_coverage_name,spatial_coverage_json,spatial_coverage_label,spatial_coverage_uri,derived_from,broader,notes
,"Hodos, 2006",eng,latn,https://www.zotero.org/groups/periodo/items/GDTGANTJ,http://www.worldcat.org/oclc/64554870,FALSE,page 25,Assyrian Imperial,Assyrian Imperial,,,930 BC,610 BC,Gregorian_US_nopunc,"Turkey, Syria, Lebanon",,North Syria,,,,
,"Hodos, 2006",eng,latn,https://www.zotero.org/groups/periodo/items/GDTGANTJ,http://www.worldcat.org/oclc/64554870,FALSE,pages 3-4,Iron Age,Iron Age,"{ ""en"": ""Iron Age"" }",,twelfth century BC,sixth century BC,Gregorian_US_nopunc,"Greece, Turkey, Syria, Jordan, Israel, Lebanon, Gaza, West Bank, Cyprus","{ ""@id"": ""http://dbpedia.org/resource/Tunisia"", ""label"": ""Tunisia"" }, { ""@id"": ""http://dbpedia.org/resource/Morocco"", ""label"": ""Morocco"" }, { ""@id"": ""http://dbpedia.org/resource/Algeria"", ""label"": ""Algeria"" }, { ""@id"": ""http://dbpedia.org/resource/Libya"", ""label"": ""Libya"" }, { ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }, { ""@id"": ""http://dbpedia.org/resource/Sardinia"", ""label"": ""Sardinia"" }, { ""@id"": ""http://dbpedia.org/resource/Spain"", ""label"": ""Spain"" }",Near East and Greece,,,,"Hodos notes that the end of the Iron Age ""segues into the Archaic phase of Classical civilization, which coincides with the Punic era of Mediterranean history, the full development of the city-state in the Greek world, and the very beginning of Rome's Republican period"" (4); also notes that ""in the Near East, Iron Age terminology is replaced in the sixth century BC with Persian periodization"" -- so inference is that the Iron Age ceases to apply at some point around the 6th c. BC."
,"Hodos, 2006",eng,latn,https://www.zotero.org/groups/periodo/items/GDTGANTJ,http://www.worldcat.org/oclc/64554870,FALSE,pages 3-4,Iron Age,Iron Age,"{ ""en"": ""Iron Age"" }",,eighth century BC,end of the first century BC,Gregorian_US_nopunc,"Morocco, Algeria, Libya, Tunisia","{ ""@id"": ""http://dbpedia.org/resource/Morocco"", ""label"": ""Morocco"" }, { ""@id"": ""http://dbpedia.org/resource/Algeria"", ""label"": ""Algeria"" }",Coastal North Africa,,,,
,"Hodos, 2006",eng,latn,https://www.zotero.org/groups/periodo/items/GDTGANTJ,http://www.worldcat.org/oclc/64554870,FALSE,pages 3-4,Iron Age,Iron Age,"{ ""en"": ""Iron Age"" }",,fourth century BC,end of the first century BC,Gregorian_US_nopunc,"Morocco, Algeria, Libya, Tunisia","{ ""@id"": ""http://dbpedia.org/resource/Morocco"", ""label"": ""Morocco"" }, { ""@id"": ""http://dbpedia.org/resource/Algeria"", ""label"": ""Algeria"" }, { ""@id"": ""http://dbpedia.org/resource/Libya"", ""label"": ""Libya"" }, { ""@id"": ""http://dbpedia.org/resource/Tunisia"", ""label"": ""Tunisia"" }",Interior North Africa,,,,
,"Hodos, 2006",eng,latn,https://www.zotero.org/groups/periodo/items/GDTGANTJ,http://www.worldcat.org/oclc/64554870,FALSE,pages 3-4,Iron Age,Iron Age,"{ ""en"": ""Punic"" }",,ninth century BC,fifth century BC,Gregorian_US_nopunc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Libya"", ""label"": ""Libya"" }, { ""@id"": ""http://dbpedia.org/resource/Tunisia"", ""label"": ""Tunisia"" }",,,,,
,"Holloway, 1994",eng,latn,http://zotero.org/groups/periodo/items/D7XDC4CX,http://www.worldcat.org/oclc/28291737,FALSE,page 12,Iron Age,Iron Age,"{ ""en"": ""Iron Age"" }",,753 B.C.,580 B.C.,Gregorian_US_punc,Italy,"{ ""@id"": ""http://dbpedia.org/resource/Italy"", ""label"": ""Italy"" }",,,,,
,"Holloway, 1994",eng,latn,http://zotero.org/groups/periodo/items/D7XDC4CX,http://www.worldcat.org/oclc/28291737,FALSE,page 37,Latial Iron Age,Latial Iron Age,"{ ""en"": ""Latial Iron Age"" }",,1020 B.C.,580 B.C.,Gregorian_US_punc,Lazio,"{ ""@id"": ""http://dbpedia.org/resource/Lazio"", ""label"": ""Lazio"" }",,,,,
,"Holloway, 1994",eng,latn,http://zotero.org/groups/periodo/items/D7XDC4CX,http://www.worldcat.org/oclc/28291737,FALSE,page 44,Proto-Villanovan,Proto-Villanovan,"{ ""en"": ""Proto-Villanovan"" }",,1200 B.C.,900 B.C.,Gregorian_US_punc,Italy,"{ ""@id"": ""http://dbpedia.org/resource/Italy"", ""label"": ""Italy"" }",,,,,
,"Holloway, 1994",eng,latn,http://zotero.org/groups/periodo/items/D7XDC4CX,http://www.worldcat.org/oclc/28291737,FALSE,page 172?,Regal,Regal,"{ ""en"": ""Regal"" }",,753 B.C.,509 B.C.,Gregorian_US_punc,Rome,"{ ""@id"": ""http://dbpedia.org/resource/Rome"", ""label"": ""Rome"" }",,,,,
,"Holloway, 1994",eng,latn,http://zotero.org/groups/periodo/items/D7XDC4CX,http://www.worldcat.org/oclc/28291737,FALSE,page 17,Villanovan,Villanovan,"{ ""en"": ""Villanovan"" }",,900 B.C.,750 B.C.,Gregorian_US_punc,Italy,"{ ""@id"": ""http://dbpedia.org/resource/Italy"", ""label"": ""Italy"" }",,,,,
a,"J. Berry, The Complete Pompeii (2007).",eng,latn,http://zotero.org/groups/periodo/items/WG3A9FXB,http://www.worldcat.org/oclc/141380307,FALSE,,Early Iron Age,Early Iron Age,"{ ""en"": ""Early Iron Age"" }",,850 B.C.,700 B.C.,Gregorian_US_punc,Pompeii,"{ ""@id"": ""http://dbpedia.org/resource/Pompeii"", ""label"": ""Pompeii"" }",,,,,
,"J-P. Demoule and C. Perlès, ""The Greek Neolithic: A New Review,"" Journal of World Prehistory 7:4(1993)",eng,latn,http://zotero.org/groups/periodo/items/ZT9PQWSP,,FALSE,page 366,Final Neolithic,Final Neolithic,"{ ""en"": ""Final Neolithic"" }",,4500 B.C.,3200 B.C.,Gregorian_US_punc,Greece,"{ ""@id"": ""http://dbpedia.org/resource/Greece"", ""label"": ""Greece"" }",,,,,"Applies to ""Mainland Greece in general"", including Thessaly and the Peloponnese."
,"J-P. Demoule and C. Perlès, ""The Greek Neolithic: A New Review,"" Journal of World Prehistory 7:4(1993)",eng,latn,http://zotero.org/groups/periodo/items/ZT9PQWSP,,FALSE,page 366,Late Neolithic,Late Neolithic,"{ ""en"": ""Late Neolithic"" }",,5300 B.C.,4500 B.C.,Gregorian_US_punc,Greece,"{ ""@id"": ""http://dbpedia.org/resource/Greece"", ""label"": ""Greece"" }",,,,,"Applies to ""Mainland Greece in general"", including Thessaly and the Peloponnese."
,"J-P. Demoule and C. Perlès, ""The Greek Neolithic: A New Review,"" Journal of World Prehistory 7:4(1993)",eng,latn,http://zotero.org/groups/periodo/items/ZT9PQWSP,,FALSE,page 366,Middle Neolithic,Middle Neolithic,"{ ""en"": ""Middle Neolithic"" }",,5800 B.C.,5300 B.C.,Gregorian_US_punc,Greece,"{ ""@id"": ""http://dbpedia.org/resource/Greece"", ""label"": ""Greece"" }",,,,,"Applies to ""Mainland Greece in general"", including Thessaly and the Peloponnese."
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Early Bronze Age,Early Bronze Age,"{ ""en"": ""Early Bronze Age"" }",,c. 2500 BC,2000 BC,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Middle Bronze Age,Middle Bronze Age,,,c. 2000 BC,1500 BC,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Late Bronze Age,Late Bronze Age,,,c. 1500 BC,12th century BC,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Early Iron Age,Early Iron Age,"{ ""en"": ""Early Iron Age"" }",,1180 B.C.,c.950 BC,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Initial Early Phrygian,Initial Early Phrygian,"{ ""en"": ""Early Phrygian"" }",,c.950 BC,900 BC,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Early Phrygian,Early Phrygian,"{ ""en"": ""Late Bronze Age"" }",,c.900 BC,800 BC,Gregorian_US_punc,Gordion,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Early Phrygian Destruction,Early Phrygian Destruction,,,800 BC,800 BC,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Middle Phrygian,Middle Phrygian,"{ ""en"": ""Middle Phrygian"" }",,c.800 BC,540 BC,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Late Phrygian,Late Phrygian,"{ ""en"": ""Late Phrygian"" }",,c.540 BC,330 BC,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Early Hellenistic,Early Hellenistic,"{ ""en"": ""Middle Bronze Age"" }",,c.330 BC,mid 3rd century BC,Gregorian_US_punc,Gordion,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Later Hellenistic,Later Hellenistic,,,mid 3rd century BC,mid 2nd century BC,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Roman,Roman,,,Early 1st century AD,5th century AD,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
,"Voigt, in Kealhofer (ed.), 2005",eng,latn,http://zotero.org/groups/periodo/items/K65Q4NR4,http://www.worldcat.org/oclc/57675928,FALSE,page 27,Medieval,Medieval,,,13th century AD,14th century AD,Gregorian_US_punc,Gordion,,,,,,added post-GeoDia
a,"Kohler, Ellen L; Ralph, Elizabeth K. C-14 Dates for Sites in the Mediterranean Area.American Journal of Archaeology, Vol. 65, No. 4 (1961), pp. 357-367.",eng,latn,http://zotero.org/groups/periodo/items/QNPTDEX6,http://dx.doi.org/10.2307/502212,FALSE,,Lerna III,Lerna III,"{ ""en"": ""Lerna III"" }",,2400 B.C.,2100 B.C.,Gregorian_US_punc,Greece,"{ ""@id"": ""http://dbpedia.org/resource/Greece"", ""label"": ""Greece"" }",,,,,"Applies to Lerna; equivalent to Lerna III. CC307C, Spring 2011, group 1: Jelyne Jesusa and Kevin Sartin."
a,"L. Richardson, jr. Pompeii: An Architectural History (1988).",eng,latn,http://zotero.org/groups/periodo/items/T9D7D5G6,http://www.worldcat.org/oclc/16278212,FALSE,,Early Roman,Early Roman,"{ ""en"": ""Early Roman"" }",,80 B.C.,30 B.C.,Gregorian_US_punc,Pompeii,"{ ""@id"": ""http://dbpedia.org/resource/Pompeii"", ""label"": ""Pompeii"" }",,,,,
a,"L. Richardson, jr. Pompeii: An Architectural History (1988).",eng,latn,http://zotero.org/groups/periodo/items/T9D7D5G6,http://www.worldcat.org/oclc/16278212,FALSE,,Tufa Period,Tufa Period,"{ ""en"": ""Tufa Period"" }",,200 B.C.,80 B.C.,Gregorian_US_punc,Pompeii,"{ ""@id"": ""http://dbpedia.org/resource/Pompeii"", ""label"": ""Pompeii"" }",,,,,
a,"L. Richardson, jr. Pompeii: An Architectural History (1988).",eng,latn,http://zotero.org/groups/periodo/items/T9D7D5G6,http://www.worldcat.org/oclc/16278212,FALSE,,Julio-Claudian,Julio-Claudian,"{ ""en"": ""Julio-Claudian"" }",,30 B.C.,62 A.D.,Gregorian_US_punc,Pompeii,"{ ""@id"": ""http://dbpedia.org/resource/Pompeii"", ""label"": ""Pompeii"" }",,,,,
a,"L. Richardson, jr. Pompeii: An Architectural History (1988).",eng,latn,http://zotero.org/groups/periodo/items/T9D7D5G6,http://www.worldcat.org/oclc/16278212,FALSE,,Early Roman Colony,Early Roman Colony,"{ ""en"": ""Early Roman Colony"" }",,80 B.C.,30 B.C.,Gregorian_US_punc,Pompeii,"{ ""@id"": ""http://dbpedia.org/resource/Pompeii"", ""label"": ""Pompeii"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Cassabile,Cassabile,"{ ""en"": ""Cassabile"" }",,900 B.C.,734 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,Table 1 lists more phase names by sites
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Castelluccian,Castelluccian,"{ ""en"": ""Castelluccian"" }",,2500 B.C.,1500 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Early Bronze Age,Early Bronze Age,"{ ""en"": ""Early Bronze Age"" }",,2500 B.C.,1500 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Early Bronze Age I,Early Bronze Age I,"{ ""en"": ""Early Bronze Age I"" }",,2500 B.C.,2000 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Early Bronze Age II,Early Bronze Age II,"{ ""en"": ""Early Bronze Age II"" }",,2000 B.C.,1500 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,"pages 219, 233",Finocchito,Finocchito,"{ ""en"": ""Finocchito"" }",,734 B.C.,650 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Early Iron Age (I),Early Iron Age,"{ ""en"": ""Iron Age I"" }",Iron Age I,900 B.C.,734 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Iron Age II,Iron Age II,"{ ""en"": ""Iron Age II"" }",,734 B.C.,450 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Late Bronze Age,Late Bronze Age,"{ ""en"": ""Late Bronze Age"" }",,1200 B.C.,900 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Late Copper Age,Late Copper Age,"{ ""en"": ""Late Copper Age"" }",,3000 B.C.,2500 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Middle Bronze Age,Middle Bronze Age,"{ ""en"": ""Middle Bronze Age"" }",,1500 B.C.,1200 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Pantalica North,Pantalica North,"{ ""en"": ""Pantalica North"" }",,1200 B.C.,900 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Leighton, 1999",eng,latn,http://zotero.org/groups/periodo/items/B7UD89RC,http://www.worldcat.org/oclc/39695441,FALSE,page 269,Thapsos,Thapsos,"{ ""en"": ""Thapsos"" }",,1500 B.C.,1200 B.C.,Gregorian_US_punc,Sicily,"{ ""@id"": ""http://dbpedia.org/resource/Sicily"", ""label"": ""Sicily"" }",,,,,
,"Alberto Lorrio and Gonzalo Ruiz Zapatero, in eKeltoi vol. 6 (2008)",eng,latn,http://zotero.org/groups/periodo/items/JR635R7P,,FALSE,http://www4.uwm.edu/celtic/ekeltoi/volumes/vol6/6_4/lorrio_zapatero_6_4.html,Early Iron Age,Early Iron Age,"{ ""en"": ""Early Iron Age"" }",,800 B.C.,400 B.C.,Gregorian_US_punc,Galicia,"{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }",,,,,
,"Alberto Lorrio and Gonzalo Ruiz Zapatero, in eKeltoi vol. 6 (2008)",eng,latn,http://zotero.org/groups/periodo/items/JR635R7P,,FALSE,http://www4.uwm.edu/celtic/ekeltoi/volumes/vol6/6_4/lorrio_zapatero_6_4.html,Late Iron Age,Late Iron Age,"{ ""en"": ""Late Iron Age"" }",,400 B.C.,100 B.C.,Gregorian_US_punc,Galicia,"{ ""@id"": ""http://dbpedia.org/resource/Galicia_(Iberia)"", ""label"": ""Galicia"" }",,,,,
,"Macqueen, 1986, The Hittites",eng,latn,http://zotero.org/groups/periodo/items/RFIGATNQ,http://www.worldcat.org/oclc/14372285,FALSE,,Neo-Hittite,Neo-Hittite,"{ ""en"": ""Neo-Hittite"" }",,1200 B.C.,800 B.C.,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
ILL req. SB 9/27,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Augustan,Augustan,"{ ""en"": ""Augustan"" }",,27 B.C.,14 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,Except Judea
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Augustan,Augustan,"{ ""en"": ""Augustan"" }",,6 A.D.,14 A.D.,Gregorian_US_punc,"Israel, West Bank, Gaza, Lebanon","{ ""@id"": ""http://dbpedia.org/resource/Israel"", ""label"": ""Israel"" }, { ""@id"": ""http://dbpedia.org/resource/West_Bank"", ""label"": ""West Bank"" }, { ""@id"": ""http://dbpedia.org/resource/Gaza_Strip"", ""label"": ""Gaza"" }, { ""@id"": ""http://dbpedia.org/resource/Lebanon"", ""label"": ""Lebanon"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Flavian,Flavian,"{ ""en"": ""Flavian"" }",,69 A.D.,96 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Hellenistic,Hellenistic,"{ ""en"": ""Hellenistic"" }",,332 B.C.,141 B.C.,Gregorian_US_punc,"Iraq, Syria, Turkey","{ ""@id"": ""http://dbpedia.org/resource/Iraq"", ""label"": ""Iraq"" }, { ""@id"": ""http://dbpedia.org/resource/Syria"", ""label"": ""Syria"" }, { ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,High Empire,High Empire,"{ ""en"": ""High Empire"" }",,96 A.D.,192 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Julio-Claudian,Julio-Claudian,"{ ""en"": ""Julio-Claudian"" }",,14 A.D.,69 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Late Roman,Late Roman,"{ ""en"": ""Late Roman"" }",,235 A.D.,476 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Lydian,Lydian,"{ ""en"": ""Lydian"" }",,670 B.C.,547 B.C.,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,100 B.C.,27 B.C.,Gregorian_US_punc,"Italy, Switzerland, Provence","{ ""@id"": ""http://dbpedia.org/resource/Italy"", ""label"": ""Italy"" }, { ""@id"": ""http://dbpedia.org/resource/Switzerland"", ""label"": ""Switzerland"" }, { ""@id"": ""http://dbpedia.org/resource/Provence"", ""label"": ""Provence"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,133 B.C.,27 B.C.,Gregorian_US_punc,Turkey,"{ ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,146 B.C.,27 B.C.,Gregorian_US_punc,"Tunisia, Libya","{ ""@id"": ""http://dbpedia.org/resource/Tunisia"", ""label"": ""Tunisia"" }, { ""@id"": ""http://dbpedia.org/resource/Libya"", ""label"": ""Libya"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,201 B.C.,27 B.C.,Gregorian_US_punc,Spain,"{ ""@id"": ""http://dbpedia.org/resource/Spain"", ""label"": ""Spain"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,31 B.C.,27 B.C.,Gregorian_US_punc,Egypt,"{ ""@id"": ""http://dbpedia.org/resource/Egypt"", ""label"": ""Egypt"" }",,,,,
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Republican,Republican,"{ ""en"": ""Republican"" }",,55 B.C.,27 B.C.,Gregorian_US_punc,France,"{ ""@id"": ""http://dbpedia.org/resource/France"", ""label"": ""France"" }",,,,,Except Provence
,"McEvedy, 2002",eng,latn,http://zotero.org/groups/periodo/items/77KGW7WV,http://www.worldcat.org/oclc/52493926,FALSE,,Severan,Severan,"{ ""en"": ""Severan"" }",,192 A.D.,235 A.D.,Gregorian_US_punc,Roman Empire,"{ ""@id"": ""http://dbpedia.org/resource/Roman_Empire"", ""label"": ""Roman Empire"" }",,,,,
,"McIntosh, Jane R. 2005",eng,latn,http://zotero.org/groups/periodo/items/ZCSNSR9E,http://www.worldcat.org/oclc/869670586,FALSE,,Mitanni,Mitanni,"{ ""en"": ""Mitanni"" }",,1500 B.C.,1350 B.C.,Gregorian_US_punc,"Iraq, Turkey, Syria","{ ""@id"": ""http://dbpedia.org/resource/Iraq"", ""label"": ""Iraq"" }, { ""@id"": ""http://dbpedia.org/resource/Turkey"", ""label"": ""Turkey"" }, { ""@id"": ""http://dbpedia.org/resource/Syria"", ""label"": ""Syria"" }",,,,,
,"McIntosh, Jane R. 2005",eng,latn,http://zotero.org/groups/periodo/items/ZCSNSR9E,http://www.worldcat.org/oclc/869670586,FALSE,,Second Dynasty of Isin,Second Dynasty of Isin,"{ ""en"": ""Second Dynasty of Isin"" }",,1157 B.C.,1026 B.C.,Gregorian_US_punc,"Iraq, Iran","{ ""@id"": ""http://dbpedia.org/resource/Iraq"", ""label"": ""Iraq"" }, { ""@id"": ""http://dbpedia.org/resource/Iran"", ""label"": ""Iran"" }",,,,,Dynasty IV from Isin
